periods_left_min,periods_left_max,stop_num,outbound,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
12.0,12.0,1,True,0.22367485371434845,0.33308695585652426,0.1941825988434173,0.14368316387138724,0.046176187197346646,0.024441283910575425,0.013211498662427025,0.016714076046616143,0.0,0.0019510878039958747,0.0028782940933617645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,2,True,0.15444764344564485,0.3787220497359921,0.1432913087368662,0.29355451453634657,0.00882635116783873,0.004596818447972145,0.0,0.01656131392933947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,3,True,0.0,0.1854342193466361,0.31332788846464776,0.4540316462406989,0.047206245948017256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,1,True,0.15819706927873767,0.2973973189332496,0.1809342033616318,0.150238982112173,0.1263215288216141,0.051533582067306995,0.0062719481258362185,0.010814879736421932,0.010498400141327687,0.007792087421701002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,2,True,0.23020911590472876,0.31869939581057694,0.2656537705610332,0.13625637602290577,0.013640044805897379,0.024227441162617033,0.011313855732241106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,3,True,0.2910684785289814,0.45938387539595116,0.03597569105965157,0.1493148492520474,0.06425710576336843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,14.0,1,True,0.3251659842085337,0.25347853733647197,0.07711251479900166,0.09735803602448619,0.059355905311626385,0.0800387128750109,0.04502961598498483,0.03265784939483721,0.026407185407844133,0.0015032516943689718,0.0,0.0018924069628340862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,14.0,2,True,0.15874880762718363,0.3838520993740008,0.25311818248139356,0.055272693824777806,0.06607874402467284,0.02027010249154911,0.00521971268319175,0.013293453447905036,0.0,0.0,0.04414620404532532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,14.0,3,True,0.17692222328702245,0.19076354356790942,0.20431650630594997,0.29866034939372577,0.07927639294335624,0.0,0.01258527093489757,0.037475713567138656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,15.0,1,True,0.42522798747983126,0.2520060825781201,0.07616517830295366,0.06467025089527301,0.04210971040117859,0.09358220317071198,0.021460935840779592,0.016448165752692895,0.0015162044990343795,0.0023484493493488613,0.0023484493493488613,0.002116382380726919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,15.0,2,True,0.2537619905130449,0.3442345016717959,0.1801364008206951,0.09527274054104243,0.050776566201157045,0.007325331922846435,0.05523081540819108,0.0054127138981306284,0.0,0.0,0.007848939023096536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,15.0,3,True,0.1154673427754135,0.3285376104319461,0.24667924133780014,0.07560710089399368,0.09766205662300059,0.028177876085227843,0.03368538580406284,0.00885280936887259,0.014017592498123111,0.0,0.05131298418155937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,16.0,1,True,0.2947414791380554,0.26796672705614477,0.10950584935513763,0.1295424401647806,0.11701480173901543,0.04238670003009426,0.010519417407936316,0.01163231609144674,0.0,0.007237799560894448,0.009452469456494588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,16.0,2,True,0.2109704370044561,0.3150021101449861,0.05013608047352463,0.16184525300190666,0.18030591201533575,0.029263666699605503,0.004269363557225889,0.01273173984655425,0.0,0.028016541082771733,0.0,0.007458896173633427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,16.0,3,True,0.10243006561674269,0.173974077491096,0.13078739910976492,0.18664278571127962,0.0578889184640666,0.16238080314266023,0.0466262943125426,0.024885806375512083,0.0,0.03162801128581402,0.08275583849052101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,17.0,1,True,0.28876728836428645,0.3448899216926339,0.07183742648542683,0.16167667878193312,0.04328687602835321,0.006661719865265559,0.03160583388004243,0.030835107251678432,0.015707153410954817,0.0,0.0023073141206503,0.0,0.0,0.0,0.0024246801187750946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,17.0,2,True,0.18268948676768954,0.40550516443954626,0.11113251388940128,0.16120717473964086,0.004344507441942035,0.10679596747410003,0.011663660172605084,0.004253247642341591,0.004014398400585037,0.0,0.0,0.0,0.0,0.0,0.0038679278054162824,0.004525951226732004,0.0,0.0,0.0,0.0,0.0,0.0
17.0,17.0,3,True,0.14948393768822066,0.6587007291930473,0.03582458427731184,0.0,0.02427602368772434,0.01934619838684072,0.0,0.0,0.0,0.0,0.11236852676685506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,18.0,1,True,0.3671892060049455,0.36940252285046954,0.11082839095257992,0.047704362010995864,0.025620579859671783,0.03279287889866479,0.0329759015461694,0.005734376992347984,0.002589479049856239,0.0,0.0,0.0,0.005162301834299018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,18.0,2,True,0.3428706377703387,0.30854620367049057,0.17757673774474134,0.11024384819112573,0.0042588754982250815,0.019254755350217027,0.014775015828933891,0.010057411627876467,0.0,0.012416514318051299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,18.0,3,True,0.11740583729634778,0.2740524708497136,0.0,0.24929961943271442,0.10700426907568518,0.015162545571535967,0.15488311043520292,0.0,0.032994447958566195,0.04919769938023402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,19.0,1,True,0.3681822857935647,0.36491899989864474,0.11257229330728918,0.06061914482218083,0.030772737448824874,0.008117246259619086,0.01245118644811359,0.01620229439281244,0.0036242737816556195,0.013444410701735864,0.006441800684981681,0.002653326460577606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,19.0,2,True,0.1476324539648215,0.40272513205315125,0.15529739364266307,0.047273580812495886,0.05073913475215897,0.060023231759836794,0.012295952406098485,0.025735665700458852,0.051163293069791276,0.0471141618385239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,19.0,3,True,0.37452013843951204,0.4039266574467438,0.09870054052967399,0.08161543749072246,0.0,0.020672313749646808,0.0,0.020564912343701072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,20.0,1,True,0.33048532583635765,0.4421748632076176,0.11875030845134095,0.01828942937248086,0.010278404821091195,0.010562237684424828,0.02913778331586605,0.012591047562936258,0.009051095630400628,0.009460599931542217,0.006240036205772811,0.0029788679801691074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,20.0,2,True,0.31447046083340335,0.33621103773428945,0.07426694181450805,0.11129015274652491,0.029145756148374002,0.010726366006861133,0.033092174994884496,0.051124455790542325,0.0,0.025555171868309138,0.0,0.0,0.004069583588028092,0.010047898474275094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,20.0,3,True,0.23600422256878195,0.22220422464464393,0.4399113699734515,0.0,0.022100152227098085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07978003058602445,0.0,0.0,0.0,0.0,0.0,0.0
21.0,47.0,1,True,0.22579082209034118,0.3538665096799854,0.13945794322892652,0.081658691703364,0.06033693869899813,0.030564370560042475,0.012859901348093759,0.0128318851730906,0.022059503866154066,0.014433103379978543,0.0038591873114823903,0.010346260848438541,0.00544609627887232,0.003831386810359872,0.0007503429771419787,0.000929095526168727,0.004992164923129281,0.0002417964223369998,0.007331594276371433,0.003731204030825139,0.0007576155471901186,0.0039235853187083005
21.0,47.0,2,True,0.18036856662560774,0.3440362780320977,0.13067185199107065,0.10097640606030418,0.03855094523331101,0.04462038233343583,0.07067948234165816,0.02466487872385669,0.01997649741827995,0.0071002361174429054,0.0,0.009782159242350538,0.0010869071644055194,0.0,0.0196954499804819,0.0,0.0,0.0,0.0,0.0,0.0019490626194317126,0.005840896116265769
21.0,47.0,3,True,0.06905624747524235,0.30197995426365576,0.2683918824893254,0.18494234637156143,0.043317748875617984,0.0,0.0434672010990319,0.010671030542598115,0.02057268990816026,0.0,0.012128233702546167,0.00695041518708078,0.03852225008517992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,False,0.5481963458459433,0.4518036541540566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,False,0.25238403800503706,0.7476159619949629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3,False,0.436907376299673,0.5630926237003269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1,False,0.06990605226043148,0.8173638367811727,0.1127301109583958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2,False,0.02582744888759906,0.6353464239749874,0.3388261271374135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,3,False,0.025033177979429326,0.6552296953755579,0.3197371266450129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,1,False,0.013515612939964632,0.36286677754252433,0.5285320348895535,0.09508557462795758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,2,False,0.01593608885228597,0.11363684104066515,0.70338970141141,0.16703736869563884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,3,False,0.0,0.13365362581674803,0.47271144253130265,0.39363493165194935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,1,False,0.00836057950408789,0.0982281242078351,0.4139939818681737,0.40842397866530794,0.07099333575459545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,2,False,0.003998345397502713,0.046282077073234965,0.36312979710883797,0.5154359294822196,0.07115385093820466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,3,False,0.0,0.01417989342651791,0.19643129039528662,0.597847452514615,0.19154136366358046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,1,False,0.0007477169716125807,0.03676953068955335,0.275001769408498,0.41303383866667487,0.24155160739020407,0.03289553687345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,2,False,0.0,0.006711927852286899,0.16848539812414454,0.36732449083353175,0.3971480360530672,0.06033014713696961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,3,False,0.0,0.0,0.01994250839402676,0.3405814401834153,0.4755637802674991,0.16391227115505877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,1,False,0.0,0.02112080734267334,0.14738255662685001,0.29180965278944304,0.2777840231327824,0.2191497731127696,0.042753186995481536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,2,False,0.0,0.0,0.044075315697828736,0.2107465614817605,0.45335816789910294,0.26608630876820205,0.025733646153105742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,3,False,0.0,0.0,0.04009336309239277,0.10694289390700638,0.4315839618116549,0.41388365985818254,0.007496121330763487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,7.0,1,False,0.0,0.012260668760642326,0.12397277064195097,0.24367293145841387,0.20462349929000492,0.19500824142823042,0.17407857379577746,0.04638331462498002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,7.0,2,False,0.0,0.009403286585913747,0.027227500702735698,0.11411086492616822,0.31946730468691076,0.3091113490932104,0.1954969767999439,0.02518271720511717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,7.0,3,False,0.0,0.0,0.025375944754567878,0.04725418782439938,0.14888104356321544,0.49421170824138017,0.25358158080312443,0.030695534813312626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.0,1,False,0.0,0.03195505900725992,0.06651473616962664,0.1253423444386702,0.1582875204245766,0.26524811201217036,0.22252654954112525,0.12025969639438942,0.009865982012181525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.0,2,False,0.0,0.0,0.014131520869955108,0.08728654793664369,0.16518330833298198,0.24308110936062768,0.3549261699258959,0.12507978670916195,0.010311556864733876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.0,3,False,0.0,0.0,0.01808074183963947,0.04195066059388092,0.25269903211028033,0.2990870082628757,0.20826428028644145,0.1335720109970633,0.04634626590981878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,9.0,1,False,0.005759136194801617,0.0040370516416203105,0.03118215783633828,0.19956432893217851,0.11534022951477717,0.12587038766488604,0.08790258257687003,0.29173844984390035,0.13574458779409224,0.0028610880005354665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,9.0,2,False,0.00137090149365734,0.006375622088263983,0.003762907940491463,0.03252355571061392,0.08320927787156734,0.21859090432714418,0.18545314770917995,0.2624112743291449,0.16383011222442245,0.04247229630551445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,9.0,3,False,0.0,0.002859351231851908,0.008536183723183405,0.030739470542491862,0.06265979596660431,0.05523584709163862,0.18058930508508778,0.1745805203158628,0.41078023802005276,0.07401928802322662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,1,False,0.0,0.010230755155466342,0.07184442932661385,0.10184564300134519,0.08869662099528718,0.10174389177172662,0.14325629125570175,0.14107606811936432,0.18068596126606057,0.1507115033659294,0.009908835742504837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,2,False,0.0,0.0,0.009805505269074125,0.02837211250824812,0.08530668698819514,0.07801801606673975,0.19973038626145853,0.08492930717975324,0.24678458541601872,0.2398450253490161,0.027208374961496192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,3,False,0.0,0.0,0.003454170228470993,0.027253770923280022,0.07008950487774389,0.0846575138216611,0.23042508892173147,0.07543982371978361,0.22880714707924446,0.15227745491438824,0.12759552551369627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,11.0,1,False,0.0016628027006292839,0.008230600268856764,0.022781019070324385,0.0599157104334657,0.14111903864244357,0.0861457792971055,0.11358388546805898,0.1372815109997417,0.16036405475875254,0.125670893625382,0.0929567785091532,0.0502879262260865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,11.0,2,False,0.0,0.0,0.024446212813174918,0.057336126965359606,0.04380563582144325,0.07772797774516214,0.17995171476664623,0.08717948800333727,0.20944172348831622,0.209241324686075,0.09787686751436646,0.01299292819611886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,11.0,3,False,0.0,0.0,0.0,0.0,0.04351232009172889,0.059081880076721924,0.20001766614765315,0.03728481098376453,0.20490902264025218,0.2466076437036845,0.17610318330490335,0.032483473051291456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,1,False,0.001692258952577178,0.0,0.04878317152211617,0.06175058093745806,0.06976599954124042,0.06579183272773614,0.14314348686625564,0.16758534532456368,0.08383886258581609,0.04277680829766975,0.16525383289996715,0.10657476805136716,0.04304305229323253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,2,False,0.0,0.0,0.0035758427311063114,0.01946679902904894,0.07061989759133558,0.15714935431275992,0.07665597880681427,0.07927933216559818,0.1366749538590405,0.14016656320467422,0.18223960041150164,0.07680773400926122,0.05736394387885924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,3,False,0.0,0.0,0.0,0.0,0.005964418021374248,0.11560256467665733,0.14895104078877744,0.0545972001259367,0.21352737295853558,0.22150545413673925,0.11813514065350374,0.058122409290396845,0.06359439934807899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,1,False,0.0,0.0,0.017894739683113215,0.020439592356128595,0.06863484612567981,0.04637831755292352,0.07007979671599618,0.14178403144007293,0.09890854328034009,0.08898979696110779,0.08467887755994281,0.2367988921351282,0.09832860317670333,0.027083963012863574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
